lang,label,sentence
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será en {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será en {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será en {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será se agardo {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será se agardo {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será se agardo {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será se agardo {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será se agardo {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será se agardo {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora  que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora  que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora  que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora  que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora a partir de agora que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora a partir de agora que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora a partir de agora que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora a partir de agora que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora a partir de agora en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora a partir de agora en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora a partir de agora en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} hora a partir de agora en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas  que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas  que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas  que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas  que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas a partir de agora que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas a partir de agora que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas a partir de agora que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas a partir de agora que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas a partir de agora en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas a partir de agora en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas a partir de agora en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} horas a partir de agora en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto  que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto  que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto  que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto  que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto a partir de agora que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto a partir de agora que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto a partir de agora que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto a partir de agora que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto a partir de agora en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto a partir de agora en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto a partir de agora en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minuto a partir de agora en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos  que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos  que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos  que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos  que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos a partir de agora que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos a partir de agora que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos a partir de agora que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos a partir de agora que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos a partir de agora en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos a partir de agora en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos a partir de agora en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} minutos a partir de agora en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo  que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo  que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo  que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo  que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo a partir de agora que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo a partir de agora que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo a partir de agora que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo a partir de agora que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo a partir de agora en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo a partir de agora en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo a partir de agora en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundo a partir de agora en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos  que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos  que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos  que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos  que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos a partir de agora que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos a partir de agora que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos a partir de agora que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos a partir de agora que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos a partir de agora en que hora se converterá
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos a partir de agora en que hora se converterá en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos a partir de agora en que hora será
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en {offset} segundos a partir de agora en que hora será en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará dentro de {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará dentro de {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará dentro de {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará dentro de {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará dentro de {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará dentro de {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará en {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará en {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará en {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará en {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará en {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará en {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará se agardo {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará se agardo {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará se agardo {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará se agardo {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará se agardo {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,que hora marcará se agardo {offset} segundos en {location}
